,Management,Business & Financial Operations,Computer & Mathematical,Architecture & Engineering,"Life, Physical, & Social Science",Community & Social Service,Legal,"Education, Training, & Library","Arts, Design, Entertainment, Sports, & Media",Healthcare Practitioners & Technical,Healthcare Support,Protective Service,Food Preparation & Serving Related,Building & Grounds Cleaning & Maintenance,Personal Care & Service,Sales & Related,Office & Administrative Support,"Farming, Fishing, & Forestry",Construction & Extraction,"Installation, Maintenance, & Repair",Production,Transportation & Material Moving,CoL Per Year,Leisure,Health,quality_of_life_index
"Nashville, TN",27692.996620838,11310.116620838011,20762.236620838004,19386.63662083801,9832.676620838009,-3129.8833791619945,21332.996620838006,1389.0766208380012,-2356.203379161998,8941.196620838004,-10692.263379161996,-4685.163379161997,-17088.943379161996,-13700.543379161994,-15938.263379161997,-12284.983379161997,-5711.1433791619975,-10851.363379161998,-987.1633791619971,-1488.2833791619996,-5411.003379161994,-7233.343379161997,34074.803379162004,488.13043484,2208,176.14601455157054
"New Haven, CT",46254.357627059006,15907.582627059004,24255.48762705901,21362.167627059,16154.082627059004,-97.51737294099442,20521.10262705901,5048.5326270590085,-1111.7923729409958,17630.18262705901,-11389.162372940997,-784.0923729409915,-19765.522372940995,-13686.602372940995,-17520.372372940998,-13925.642372940994,-9233.372372940994,-15769.902372940996,1229.9576270590042,-925.4673729409986,-10217.412372940997,-10040.412372940997,39805.042372941,503.0,2483,0.0
"New Orleans, LA",26986.128809911002,9253.168809911003,12290.128809910995,24318.448809911002,11372.128809910995,-185.71119008899768,13260.688809911,3399.5888099110016,-2378.3311900890008,8423.728809911001,-11180.671190088999,-3083.911190089002,-14844.751190089002,-13202.551190089,-14446.591190088999,-11249.551190089,-5503.111190089003,-3541.7111900889977,910.228809911001,-459.51119008900065,-848.0111900890006,-4327.951190088999,31046.671190089,617.4285714800002,2261,0.0
"New York, NY",36544.629216389985,1992.8889163900021,6576.78291639001,2184.535716390012,-7150.335683609991,-20893.81328361,17531.55891639,-13678.918283609995,-9159.019883609997,478.78761639,-33277.874183609994,-23065.46078361,-36231.31108361,-30443.03278361,-35053.53508361,-31923.431783609994,-27718.170683609995,-29248.08088361,-13796.65388361,-20236.93478361,-26975.954683609994,-26656.15578361,56298.48758361,1078.3098691999996,2338,140.8206387368577
"Newark, NJ",61805.84722272299,24825.652422722997,35732.893722723005,29601.275922722998,26922.609822723003,5373.013722723001,31234.795722722996,10158.932522723,7035.475522722998,25392.962022722997,-6639.972677276997,-405.0193772769999,-11644.197677277,-7092.785177276997,-9266.285177277,-6453.672677276998,-3131.5551772769977,-9727.722677276995,9704.545622723002,6058.579922723002,-2368.9851772770016,-4456.985177276998,32193.260177277003,468.392,2737,0.0
"Newport, RI",53338.29605976,20127.90355976,26944.446059760005,26453.53355976001,18914.883559760005,314.2785597600014,21145.34605976,10075.92605976,5607.5610597600025,21974.53605976001,-7107.49644024,-45.09144023999397,-13581.266440239995,-9335.066440239996,-12143.118940239998,-8329.12144024,-4994.596440239999,-8372.931440239998,4713.591059760001,2376.201059760002,-3735.811440239995,-7913.7689402399965,34096.14144024,726.0,2603,0.0
"Norwalk, CT",46265.83569216301,15919.06069216301,24266.965692163016,21373.645692163,16165.56069216301,-86.03930783698887,20532.580692163014,5060.010692163014,-1100.3143078369903,17641.660692163015,-11377.68430783699,-772.614307836986,-19754.04430783699,-13675.124307836992,-17508.894307836992,-13914.164307836987,-9221.894307836988,-15758.424307836993,1241.4356921630094,-913.9893078369932,-10205.934307836991,-10028.934307836991,39793.56430783699,565.55,2483,0.0
"Oakland, CA",33100.754490110965,6201.611490110977,22897.655490110967,18808.278490110977,7438.211490110982,-10502.899509889023,24936.007490110966,-6829.999509889014,-4844.661509889018,12481.783490110989,-17357.459509889017,-12021.899509889015,-24850.23950988902,-20753.55950988901,-25022.439509889013,-20114.319509889017,-17730.639509889017,-25662.519509889014,-7564.299509889017,-10790.59950988902,-19137.67950988901,-19702.65950988901,46046.799509889024,894.56521736,2121,0.0
"Ocala, FL",47871.06599760901,22313.52599760901,31340.465997609,28259.465997609,17804.345997609005,5495.165997609005,25779.845997609005,9691.565997609006,8135.4659976090015,21719.945997609004,-928.094002390997,5254.785997609004,-7066.094002390997,-5047.374002390996,-5699.4540023909985,-3300.5740023909966,2520.625997609004,-6794.174002390995,6739.345997609005,4877.405997609003,1190.0659976090026,-203.85400239099545,26167.374002391,339.7500000400001,2555,0.0
"Oceanside, CA",45509.67961044499,18610.536610444997,35306.58061044499,31217.203610444994,19847.136610445,1906.0256104449945,37344.93261044499,5578.925610445002,7564.263610444998,24890.70861044501,-4948.534389555,387.0256104450018,-12441.314389555002,-8344.634389554998,-12613.514389555,-7705.394389555,-5321.714389555,-13253.594389555,4844.625610445,1618.3256104449977,-6728.754389554998,-7293.7343895549975,33637.874389555,320.0000000400001,2121,0.0
"Ogden, UT",36139.91855968902,19832.96705968901,32946.172559688996,30578.622059689005,17014.698059689,4713.078059689004,23552.673059688997,7966.7250596890035,7095.238559689005,21223.108559689004,-169.70994031099693,8048.918059689,-6492.3064403109975,-3655.318440310995,-4954.220440310996,-1451.1714403109945,2948.817559689007,-1314.969440310997,6997.351559688999,9462.789059689001,3854.0625596890013,3947.9090596890055,24023.330940311,356.976,2138,0.0
"Oklahoma City, OK",35177.546237661,19512.47623766101,24311.496237661002,30671.98623766101,16921.706237661005,3930.626237661003,22321.516237661002,7327.816237661004,6166.646237661003,16696.866237661,-2508.5137623389965,6465.446237661006,-8178.243762338994,-5428.453762338995,-7443.693762338997,-3703.713762338997,2093.836237661002,-775.4737623389957,4613.906237661002,6686.376237661004,4407.8762376610075,2486.426237661006,24486.083762339,363.00000004,2165,0.0
"Olympia, WA",55647.93166593,25685.07166593,50065.73166593001,39002.41166593,22371.63166593,6724.831665929996,32638.93166593,8843.31166593,8690.431665930002,28694.31166593,-1298.468334070003,10166.971665929996,-8314.708334070001,-3743.1083340700025,-6186.868334070001,-2683.588334070002,-376.2883340700028,-5282.228334070001,11851.77166593,9212.251665929994,490.29166592999536,1037.0516659299974,31525.58833407,565.2,1955,0.0
"Omaha, NE",36210.65493945399,18921.001739453997,29220.700139453995,25626.408539453998,15494.647739454002,2838.130139454003,21929.646539454,10319.180939454,6473.845739453998,18306.179339454,-1101.3216605460002,3628.7177394539976,-6437.578660545999,-3765.3006605459996,-4695.618560546001,-2552.8167605460003,2307.9029394540007,2666.6301394540023,3899.8373394540004,6929.830139453997,4503.280939453998,4286.583739453999,24818.203860546,451.31000000000006,2440,0.0
"Orlando, FL",42106.274268998015,16548.734268998007,25575.674268998,22494.674268998,12039.554268998008,-269.6257310019937,20015.054268998007,3926.7742689980078,2370.674268998002,15955.154268998003,-6692.885731001996,-510.0057310019947,-12830.885731001998,-10812.165731001996,-11464.245731001996,-9065.365731001995,-3244.1657310019946,-12558.965731001994,974.5542689980066,-887.3857310019957,-4574.725731001996,-5968.645731001993,31932.165731002,483.41076924,2555,167.76223466860017
"Overland Park, KS",38521.812689378,19157.038689377994,25784.056689377998,28089.703689378,17342.308689378002,2838.9286893779936,17408.824689377994,4705.714689377994,2266.312689377992,15571.681689377998,-3804.3458106220064,4550.047689377996,-9312.185810622006,-5124.208310622005,-7524.785810622005,-4298.363310622008,1443.2226893779953,384.8446893779946,3805.579689377995,5999.884689377992,4448.818689377993,2365.805689377994,25877.908310622006,729.5,2244,0.0
"Palmdale, CA",49396.11365518799,22496.970655187997,39193.01465518799,35103.637655187995,23733.570655188,5792.459655187996,41231.36665518799,9465.359655188004,11450.697655188,28777.142655188007,-1062.100344811999,4273.459655188001,-8554.880344812002,-4458.200344811999,-8727.080344811999,-3818.960344812,-1435.2803448119996,-9367.160344812,8731.059655188,5504.759655187998,-2842.320344811997,-3407.3003448119957,29751.440344812003,512.50000004,2121,0.0
"Panama City, FL",49515.387397257,23957.847397257003,32984.787397256994,29903.787397256998,19448.667397257,7139.487397256999,27424.167397257002,11335.887397257,9779.787397256994,23364.267397257,716.2273972569965,6899.107397256998,-5421.772602743004,-3403.0526027430024,-4055.132602743004,-1656.2526027430029,4164.947397256999,-5149.852602743002,8383.667397256999,6521.727397256997,2834.3873972569963,1440.467397256998,24523.052602743,377.42857148,2555,0.0
"Paris, TX",63870.51581543501,37170.015815435014,47272.115815435,46990.915815435,30518.175815435,17094.375815435003,44707.87581543499,21258.795815435,17294.835815435006,31111.755815435,4311.8358154350035,13323.075815435,-1011.284184565,1613.7558154350006,-1446.0041845649976,5597.515815435003,11109.835815435004,1767.7558154350006,11629.695815435005,14326.155815435002,10929.435815435,9489.755815435,19198.244184565,526.25,2174,0.0
"Pasadena, CA",39270.55025979698,12371.407259796984,29067.451259796984,24978.074259796987,13608.007259796992,-4333.103740203012,31105.803259796983,-660.2037402030038,1325.1342597969924,18651.579259797,-11187.663740203005,-5852.103740203005,-18680.44374020301,-14583.763740203003,-18852.643740203006,-13944.523740203007,-11560.843740203009,-19492.723740203008,-1394.5037402030066,-4620.80374020301,-12967.883740203002,-13532.863740203004,39877.003740203014,797.0,2121,0.0
"Passaic, NJ",55437.08350767501,18456.88870767501,29364.13000767502,23232.51220767501,20553.846107675017,-995.7499923249852,24866.03200767501,3790.1688076750147,666.7118076750121,19024.19830767501,-13008.736392324983,-6773.783092324987,-18012.96139232498,-13461.548892324983,-15635.048892324989,-12822.436392324982,-9500.318892324984,-16096.486392324983,3335.781907675017,-310.18379232498415,-8737.748892324988,-10825.748892324984,38562.023892324985,305.0,2737,0.0
"Pensacola, FL",48987.23171489,23429.69171489,32456.631714889994,29375.631714889994,18920.51171489,6611.331714889999,26896.01171489,10807.73171489,9251.631714889994,22836.11171489,188.07171488999666,6370.951714889998,-5949.928285110002,-3931.2082851100017,-4583.288285110004,-2184.408285110003,3636.7917148899983,-5678.008285110001,7855.511714889999,5993.571714889998,2306.2317148899965,912.3117148899984,25051.20828511,326.0,2555,0.0
"Peoria, IL",46806.166036518,25120.448536517997,36997.713536517986,34499.338036518,23302.234036517988,8294.842036517995,38803.094036518,12683.686036517996,10083.836536517992,24639.779536517988,-353.99746348200637,8310.182536517994,-6163.344963482005,-473.5894634820034,-4275.618463482009,-465.2844634820067,5908.803036517996,1081.106536517993,25300.882036517996,11414.077036517992,4763.543536517995,2380.008536517995,24010.789963482006,628.3,2473,0.0
"Philadelphia, PA",46307.055671359005,16447.689171358987,26128.645171358996,22159.603071358993,15306.505271359,-3315.847628641004,23654.456571359,6843.161771358996,-1065.6997286410042,13672.281971358992,-8580.584628641005,-1730.9801286410075,-16557.210228641005,-11525.107728641009,-14154.540528641006,-11175.196128641008,-4238.113728641005,-8886.332628641005,1347.046271358995,-309.65602864100947,-2569.2392286410072,-5985.973128641006,34441.769628641014,431.4545454,2321,150.60166737300563
"Phoenix, AZ",33659.609444809,16971.495044809,30659.875844809005,28550.339844808997,12654.322244808998,352.1670448089972,28573.205444809,1634.482244808998,3323.5854448089995,22450.387844809,-4023.6457551909994,2448.058244809002,-10691.032955191,-8510.258555191002,-9306.981755191002,-6864.037755191002,-140.3625551910009,-10953.202555191,1388.916644809,2609.2806448089973,-1046.0105551909983,-2543.2921551910003,29700.882555191,372.70815792,2262,159.83983718428462
"Pittsburgh, PA",51432.312992787,21572.94649278699,31253.902492786998,27284.860392786995,20431.762592787,1809.4096927869973,28779.713892787004,11968.419092786997,4059.5575927869977,18797.539292786998,-3455.3273072130028,3394.2771927869944,-11431.952907213003,-6399.850407213005,-9029.283207213004,-6049.938807213007,887.143592786997,-3761.075307213003,6472.303592786997,4815.601292786992,2556.018092786995,-860.7158072130043,29316.512307213005,415.70857148,2321,175.42164978159138
"Plattsburgh, NY",70050.40121347999,35498.66091348,40082.55491348002,35690.30771348001,26355.43631348001,12611.958713480002,51037.33091348,19826.853713480006,24346.752113480004,33984.55961348,227.89781348000184,10440.311213480003,-2725.5390865199993,3062.739213480003,-1547.7630865199972,1582.340213480005,5787.601313480005,4257.691113480003,19709.11811348,13268.83721348,6529.8173134800045,6849.616213480002,22792.71558652,260.0,2338,0.0
"Pleasanton, CA",35812.250173361004,8913.107173361,25609.151173360995,21519.774173361002,10149.707173361006,-7791.403826638998,27647.503173360998,-4118.503826638989,-2133.1658266389927,15193.279173361014,-14645.963826638992,-9310.40382663899,-22138.743826638995,-18042.06382663899,-22310.943826638988,-17402.823826638993,-15019.143826638992,-22951.023826638993,-4852.803826638991,-8079.103826638995,-16426.183826638993,-16991.163826638993,43335.30382663899,1025.0,2121,0.0
"Port St Lucie, FL",45765.68145986801,20208.141459868002,29235.081459867997,26154.081459867997,15698.961459868004,3389.781459868001,23674.461459868,7586.181459868003,6030.081459867997,19614.561459868,-3033.478540132001,3149.4014598680005,-9171.478540131999,-7152.758540131999,-7804.838540132001,-5405.958540132,415.24145986800073,-8899.558540132,4633.961459868002,2772.021459867999,-915.3185401320006,-2309.238540131999,28272.758540132003,363.0,2555,0.0
"Portland, ME",26917.749375852003,12315.447375852,19289.921375851998,20667.953875852,9217.885375851993,139.8768758519982,11265.45037585199,1290.5643758519982,-3470.3356241480037,13932.952875852,-7449.148124148003,-1013.3356241480068,-13358.460624148003,-8803.585624148003,-11687.148124148003,-10223.835624148003,-3294.8356241480037,-2609.8981241480037,-2535.560624148002,-388.08562414800326,-1180.7106241480033,-5368.335624148003,31663.273124148003,314.0,2338,0.0
"Portland, OR",28472.915284366,10980.825284366,22207.745284366007,21735.165284366,6452.355284366,-2789.504715634001,17880.825284366,21.555284365997068,-1468.8447156339969,21015.145284366,-6408.184715633996,-1724.8347156340024,-15591.934715633997,-12454.844715633999,-13998.504715633999,-11698.814715633998,-5587.3747156340005,-10106.174715634,-922.3647156340013,-3115.874715633996,-6286.5247156339965,-7529.9847156339965,34957.994715634,563.9973913199998,2000,186.39341113912738
"Princeton, NJ",52354.54827051699,15374.353470516997,26281.594770517,20149.976970517,17471.310870516998,-4078.285229483001,21783.49677051699,707.6335705169986,-2415.823429483004,15941.663070516997,-16091.271629483,-9856.318329483,-21095.496629483,-16544.084129483,-18717.584129483,-15904.971629483001,-12582.854129483001,-19179.021629483,253.24667051700092,-3392.7190294829998,-11820.284129483003,-13908.284129483001,41644.559129483,727.4760000000001,2737,0.0
"Providence, RI",55295.32529504701,22084.932795047003,28901.475295047007,28410.562795047008,20871.912795047007,2271.3077950470033,23102.375295047,12032.955295047002,7564.5902950470045,23931.56529504701,-5150.467204952998,1911.937795047008,-11624.237204952995,-7378.037204952994,-10186.089704952996,-6372.092204952998,-3037.5672049529967,-6415.902204952996,6670.620295047003,4333.230295047004,-1778.7822049529932,-5956.7397049529945,32139.112204953,358.75,2603,0.0
"Queens, NY",51268.31162646698,16716.57132646699,21300.465326466998,16908.218126467,7573.346726466996,-6170.130873533009,32255.24132646699,1044.7641264669946,5564.662526466994,15202.470026466988,-18554.19177353301,-8341.778373533009,-21507.62867353301,-15719.350373533009,-20329.85267353301,-17199.749373533006,-12994.488273533008,-14524.398473533009,927.0285264669873,-5513.2523735330105,-12252.272273533006,-11932.473373533008,41574.805173533015,665.0,2338,0.0
"Raleigh, NC",48892.13131435201,20356.278814352005,32538.268814352003,26006.771314352,15910.526314352002,3884.2238143520008,16883.193814352,3734.3588143519987,3854.396314352005,15529.316314351998,-7046.826185647999,1678.3338143520016,-12290.693685648,-8766.371185647997,-10468.538685647996,-7114.681185647998,-509.5761856479985,-5420.788685647996,2861.6588143520057,2910.828814352001,-2330.903685647998,-4297.043685647996,28685.951185648,472.97,2165,196.1380976732381
"Redding, CA",54210.549085675986,27311.406085676,44007.450085675984,39918.073085676,28548.006085676006,10606.895085675998,46045.80208567598,14279.795085676009,16265.133085676003,33591.57808567601,3752.3350856760053,9087.895085676006,-3740.4449143239976,356.2350856760058,-3912.6449143239947,995.4750856760037,3379.155085676004,-4552.724914323997,13545.495085676004,10319.195085676,1972.1150856760069,1407.1350856760073,24937.004914324,560.00000004,2121,0.0
"Redmond, WA",48713.804093604005,18750.944093604005,43131.604093604015,32068.284093603997,15437.504093604002,-209.29590639600065,25704.804093604005,1909.1840936040023,1756.3040936040052,21760.184093604003,-8232.595906396,3232.844093603999,-15248.835906395998,-10677.235906396,-13120.995906395998,-9617.715906395999,-7310.415906396,-12216.355906395998,4917.644093604002,2278.1240936039976,-6443.835906396002,-5897.0759063959995,38459.715906396,705.33333336,1955,0.0
"Reno, NV",44043.49191744199,20223.311917442003,29338.391917442,31103.531917442004,19813.811917442003,11179.991917442005,42823.691917442,9246.371917442,9021.731917441999,34393.571917441994,1638.7719174420017,3702.3719174420003,-7233.388082557998,-1032.0280825579975,-8645.788082558,-4824.828082557997,2363.011917442,-1194.8280825579968,8668.391917442004,10361.771917442002,443.7319174420009,-787.3880825579982,28642.908082558,388.5,2213,0.0
"Reston, VA",45109.370249101,13150.935249101001,26443.242749100995,15183.572749100997,13083.742749101,-9919.934750898996,21954.970249101003,-6597.157250898999,-5259.809750898996,2789.5627491010023,-19755.802250899,-12855.452250899,-26651.642250899,-23191.384750899,-25145.644750898995,-22252.089750898995,-14341.284750899002,-17742.322250899,-13546.884750898998,-9169.257250898998,-15288.804750898998,-16701.859750899,43938.124750899,625.99999996,2472,0.0
"Richmond, VA",58833.38015007699,26874.945150076994,40167.25265007699,28907.582650076987,26807.752650076996,3804.0751500769948,35678.980150077005,7126.852650076991,8464.200150076995,16513.572650076992,-6031.792349923006,868.5576500769895,-12927.632349923011,-9467.37484992301,-11421.634849923003,-8528.079849923004,-617.2748499230111,-4018.3123499230096,177.1251500769904,4554.752650076993,-1564.794849923008,-2977.8498499230077,30214.114849923008,295.75,2472,179.12692154978836
"Riverside, CA",47712.95572140398,20813.812721403992,37509.85672140398,33420.479721403986,22050.412721403995,4109.30172140399,39548.20872140398,7782.201721403999,9767.539721403997,27093.984721404,-2745.258278596004,2590.301721403997,-10238.038278596006,-6141.3582785960025,-10410.238278596004,-5502.1182785960045,-3118.4382785960042,-11050.318278596003,7047.901721403997,3821.601721403993,-4525.478278596002,-5090.458278596001,31434.598278596004,558.39285716,2121,0.0
"Rochester, MN",45845.838209871996,21718.547209872,32265.386709872,28863.921709872004,20806.130209872,6646.638709871997,29951.585209872002,9332.096209872,9011.402209871998,25586.741209872,627.8477098719995,3960.471709871999,-6976.661290128001,-2328.4462901279985,-5225.307790128001,-2262.0672901279972,1347.383209872001,94.38720987200213,14309.948209872,8463.668209872001,4208.266209871999,3633.521209871997,26336.597290127997,500.0,2362,0.0
"Rochester, NY",67604.648165822,33052.90786582201,37636.80186582201,33244.55466582201,23909.68326582201,10166.205665822006,48591.577865822015,17381.10066582201,21900.99906582201,31538.806565822,-2217.855234177994,7994.558165822007,-5171.292134177995,616.986165822007,-3993.516134177993,-863.4128341779906,3341.848265822009,1811.938065822007,17263.365065822003,10823.084165822005,4084.0642658220095,4403.8631658220065,25238.468634177992,418.51205888,2338,0.0
"Rock Springs, WY",52859.02597985699,30500.365979857,31029.985979857003,40506.205979857004,26665.105979857002,20028.865979857,32738.965979857003,20213.725979857,16338.745979856996,33164.065979857005,9702.665979856996,16257.565979856998,1727.2259798569974,7358.3459798569975,4950.665979856996,6317.305979856999,13550.025979856997,8870.185979856997,20992.165979857,24730.705979857,22347.805979857003,15214.705979856997,17418.934020143002,577.475,2172,0.0
"Rockford, IL",48819.32121335701,27133.603713357003,39010.868713357,36512.493213357004,25315.389213357,10307.997213356999,40816.249213357005,14696.841213357002,12096.991713356998,26652.934713357,1659.157713356999,10323.337713357,-4150.189786643001,1539.5657133570019,-2262.4632866430043,1547.870713356999,7921.958213356999,3094.2617133569984,27314.037213357,13427.232213356998,6776.698713356999,4393.163713357,21997.634786642997,391.72,2473,0.0
"Rockville, MD",44502.073918738985,15941.446418738991,29424.623918738995,26133.58641873899,19053.473918738997,-5127.451081261011,9912.97141873899,2159.4589187389865,-990.2910812610137,14404.661418738991,-14401.956081261009,-6672.293581261009,-22314.86858126101,-18041.64608126101,-20294.39108126101,-17545.476081261007,-8750.113581261008,-12150.043581261003,-6755.066081261009,-3544.5185812610143,-10659.86858126101,-11387.473581261009,40822.17608126101,614.65333332,2479,0.0
"Sacramento, CA",44617.261112126995,17718.11811212699,34414.162112126985,30324.785112126992,18954.718112127,1013.6071121269923,36452.51411212698,4686.507112127001,6671.845112126997,23998.290112127,-5840.952887873002,-505.39288787300035,-13333.732887873002,-9237.052887873,-13505.932887873001,-8597.812887873002,-6214.132887873002,-14146.012887873003,3952.2071121269983,725.9071121269952,-7621.172887872999,-8186.152887873,34530.292887872994,621.50000004,2121,182.2874269254631
"Saint Louis, MO",40361.470585916,19745.02058591599,30058.576585915995,28064.98058591599,12306.424585916,5013.336585915993,24763.858585915998,5547.364585915995,5286.004585915991,15749.116585915996,-5191.893414084003,3891.628585915998,-10112.375414084005,-6109.5794140840035,-8412.467414084003,-5345.529414084005,1214.5625859159954,-1937.453414084004,10498.684585915997,4329.862585915995,2056.256585915995,161.412585915994,26724.061414084004,335.36842104,2267,182.13889232826364
"Saint Paul, MN",41710.654342739,17583.363342739012,28130.20284273901,24728.73784273901,16670.946342739007,2511.4548427390077,25816.401342739013,5196.912342739011,4876.218342739008,21451.557342739008,-3507.33615726099,-174.71215726099038,-11111.845157260992,-6463.630157260987,-9360.49165726099,-6397.251157260987,-2787.800657260989,-4040.796657260988,10174.764342739008,4328.4843427390115,73.08234273900963,-501.66265726099294,30471.781157260986,572.99999996,2362,0.0
"Saint Petersburg, FL",44932.188786367005,19374.648786367,28401.588786367003,25320.588786367003,14865.468786366999,2556.2887863670003,22840.968786367,6752.688786367002,5196.588786366996,18781.068786367,-3866.9712136330018,2315.9087863669997,-10004.971213633002,-7986.251213633001,-8638.331213633002,-6239.451213633,-418.25121363300065,-9733.051213633,3800.4687863670006,1938.5287863669987,-1748.8112136330021,-3142.7312136329997,29106.251213632997,484.8,2555,0.0
"Salem, OR",38322.665869918,20830.575869918,32057.495869918006,31584.915869917997,16302.105869918001,7060.245869918,27730.575869917997,9871.305869917996,8380.905869918002,30864.895869917997,3441.5658699180017,8124.915869917997,-5742.184130081998,-2605.094130082001,-4148.754130082,-1849.0641300819989,4262.375869918,-256.4241300819994,8927.385869917998,6733.8758699180025,3563.2258699180015,2319.765869918003,25108.244130082003,558.66666672,2000,0.0
"Salt Lake City, UT",31909.378909827003,15602.427409827,28715.632909827003,26348.082409827002,12784.158409826992,482.53840982699694,19322.13340982699,3736.1854098269982,2864.6989098269987,16992.568909826998,-4400.249590173004,3818.3784098269934,-10722.846090173005,-7885.858090173002,-9184.760090173004,-5681.711090173,-1281.7220901729995,-5545.509090173005,2766.8119098269926,5232.249409826993,-376.4770901730044,-282.6305901730011,28253.870590173003,333.85379312,2138,173.99288106873303
"San Antonio, TX",55394.748300485,28694.248300484996,38796.348300484984,38515.14830048499,22042.40830048499,8618.608300484993,36232.108300484986,12783.028300484993,8819.068300484993,22635.98830048499,-4163.9316995150075,4847.3083004849905,-9487.05169951501,-6862.011699515008,-9921.771699515008,-2878.2516995150067,2634.0683004849925,-6708.011699515008,3153.928300484993,5850.388300484991,2453.668300484991,1013.9883004849906,27674.01169951501,451.0352,2174,182.93639039634309
"San Bernardino, CA",51997.39211171299,25098.249111712987,41794.293111712985,37704.91611171299,26334.849111713,8393.738111712992,43832.64511171298,12066.638111713,14051.976111712996,31378.421111713003,1539.1781117129974,6874.738111712999,-5953.601888287005,-1856.9218882870011,-6125.801888287002,-1217.681888287003,1165.9981117129973,-6765.881888287005,11332.338111712996,8106.0381117129955,-241.0418882869999,-806.0218882869995,27150.161888287003,437.24999996,2121,0.0
"San Diego, CA",39856.784990120985,12957.641990120988,29653.685990120986,25564.30899012099,14194.241990120994,-3746.8690098790094,31692.03799012098,-73.96900987900153,1911.3689901209946,19237.813990121,-10601.429009879004,-5265.869009879003,-18094.20900987901,-13997.529009879005,-18266.409009879004,-13358.289009879003,-10974.609009879005,-18906.48900987901,-808.2690098790043,-4034.5690098790083,-12381.649009879002,-12946.629009879,39290.76900987901,497.31121948,2121,188.82709202610084
"San Francisco, CA",20996.793495867983,-5902.349504132013,10793.69449586798,6704.317495867988,-4665.749504132007,-22606.86050413201,12832.046495867979,-18933.960504132003,-16948.622504132007,377.82249586800026,-29461.420504132006,-24125.860504132,-36954.200504132015,-32857.520504132,-37126.400504132005,-32218.280504132006,-29834.600504132006,-37766.480504132014,-19668.260504132006,-22894.560504132012,-31241.640504132003,-31806.620504132003,58150.76050413201,1125.66666672,2121,177.82644588279328
"San Jose, CA",31809.671084323003,4910.5280843230075,21606.572084323,17517.195084323008,6147.1280843230115,-11793.982915676992,23644.924084322996,-8121.082915676982,-6135.744915676987,11190.70008432302,-18648.542915676986,-13312.982915676985,-26141.322915676992,-22044.64291567698,-26313.522915676982,-21405.402915676987,-19021.722915676986,-26953.602915676987,-8855.382915676986,-12081.682915676987,-20428.762915676984,-20993.742915676983,47337.88291567698,533.15217396,2121,186.80178886113416
"San Mateo, CA",30008.116256772002,3108.9732567720057,19805.017256772,15715.640256772007,4345.5732567720115,-13595.537743227993,21843.369256772,-9922.637743227984,-7937.299743227988,9389.14525677202,-20450.097743227987,-15114.537743227986,-27942.87774322799,-23846.197743227982,-28115.077743227987,-23206.957743227988,-20823.277743227987,-28755.15774322799,-10656.937743227989,-13883.23774322799,-22230.317743227984,-22795.297743227984,49139.43774322799,937.5,2121,0.0
"San Rafael, CA",34069.019703806,7169.876703806003,23865.920703806,19776.543703806004,8406.476703806009,-9534.634296193997,25904.272703806,-5861.734296193987,-3876.396296193991,13450.048703806016,-16389.194296193993,-11053.634296193986,-23881.974296193996,-19785.294296193988,-24054.17429619399,-19146.05429619399,-16762.374296193993,-24694.25429619399,-6596.03429619399,-9822.334296193992,-18169.414296193987,-18734.394296193987,45078.53429619398,1262.5,2121,0.0
"Santa Ana, CA",44299.740608347005,17400.597608346998,34096.641608347,30007.264608347003,18637.197608347007,696.0866083470028,36134.993608347,4368.9866083470115,6354.3246083470085,23680.76960834701,-6158.47339165299,-822.9133916529901,-13651.253391652994,-9554.573391652992,-13823.45339165299,-8915.333391652992,-6531.653391652992,-14463.533391652993,3634.6866083470095,408.3866083470057,-7938.69339165299,-8503.673391652988,34847.81339165299,537.9800000399998,2121,0.0
"Santa Barbara, CA",41430.89256094999,14531.749560949991,31227.793560949984,27138.41656094999,15768.349560949995,-2172.7614390500094,33266.14556094998,1500.1385609499994,3485.476560949996,20811.92156095,-9027.321439050003,-3691.7614390500016,-16520.101439050006,-12423.421439050002,-16692.301439050007,-11784.181439050004,-9400.501439050004,-17332.381439050005,765.8385609499965,-2460.4614390500064,-10807.54143905,-11372.52143905,37716.66143905,888.74999996,2121,0.0
"Santa Cruz, CA",34742.85737587898,7843.714375878982,24539.758375878973,20450.381375878984,9080.314375878988,-8860.796624121016,26578.110375878976,-5187.896624121007,-3202.558624121011,14123.886375878996,-15715.356624121008,-10379.796624121009,-23208.13662412101,-19111.45662412101,-23380.33662412101,-18472.216624121007,-16088.536624121009,-24020.41662412101,-5922.196624121011,-9148.496624121011,-17495.576624121008,-18060.556624121007,44404.69662412102,763.5,2121,0.0
"Santa Monica, CA",29351.497328601003,2452.3543286010026,19148.398328601,15059.021328601004,3688.954328601009,-14252.156671398996,21186.750328601,-10579.256671398987,-8593.918671398991,8732.526328601016,-21106.71667139899,-15771.156671398987,-28599.496671398992,-24502.81667139899,-28771.69667139899,-23863.57667139899,-21479.89667139899,-29411.776671398988,-11313.556671398992,-14539.856671398991,-22886.936671398988,-23451.91667139899,49796.05667139898,1146.2259999999994,2121,0.0
